THE YOGA WITH NO PANTS: Super Indy-The Last Half,Alex Letner,4.75 avg rating — 56 ratings,False,
"Therefore, Repent!",Jim Munroe,3.46 avg rating — 358 ratings,False,
They Called Us Enemy,George Takei,"4.42 avg rating — 45,892 ratings",False,
Thieves,Lucie Bryon,"4.21 avg rating — 3,963 ratings",False,
Things in the Basement,Ben Hatke,"4.22 avg rating — 1,492 ratings",False,
Thirsty Mermaids,Kat Leyh,"4.10 avg rating — 3,697 ratings",False,
This One Summer,Mariko Tamaki,"3.69 avg rating — 86,641 ratings",False,
"Thor, Vol. 1: The Goddess of Thunder",Jason Aaron,"4.10 avg rating — 13,345 ratings",False,
"Thor: God of Thunder, Vol. 1: The God Butcher",Jason Aaron|(Writer),"4.25 avg rating — 10,807 ratings",False,
Thornhill,Pam Smy,"3.79 avg rating — 13,177 ratings",False,
Those Left Behind (Serenity #1),Joss Whedon,"4.04 avg rating — 27,524 ratings",False,
Three Rocks: The Story of Ernie Bushmiller: The Man Who Created Nancy,Bill Griffith,4.43 avg rating — 370 ratings,False,
Three Shadows,Cyril Pedrosa,"4.06 avg rating — 6,290 ratings",False,
Through the Woods,Emily Carroll,"3.94 avg rating — 83,166 ratings",False,
"ThunderCats, Vol. 1: Reclaiming Thundera",Ford Lytle Gilmore,3.37 avg rating — 67 ratings,False,
Ticky and Tikku Fight Corona Monster,Saurabh Agarwal,4.93 avg rating — 41 ratings,False,
Tidesong,Wendy  Xu,"3.90 avg rating — 5,221 ratings",False,
Time Under Tension,M.S. Harkness,3.96 avg rating — 171 ratings,False,
Time Zone J,Julie Doucet,3.34 avg rating — 235 ratings,False,
Tintin and the Picaros (Tintin #23),Hergé,"4.03 avg rating — 11,824 ratings",False,
Tintin in America (Tintin #3 ),Hergé,"3.73 avg rating — 17,218 ratings",False,
Tintin in the Land of the Soviets (Tintin #1),Hergé,"3.59 avg rating — 18,149 ratings",False,
Tintin in Tibet (Tintin #20),Hergé,"4.23 avg rating — 18,279 ratings",False,
Tiny Dancer,Siena Cherson Siegel,"3.62 avg rating — 1,180 ratings",False,
Titan,François Vigneault,3.55 avg rating — 295 ratings,False,
To Kill a Mockingbird: A Graphic Novel,Fred Fordham|(Adapter/Illustrator),"4.40 avg rating — 9,555 ratings",False,
To the Heart of the Storm,Will Eisner,"4.10 avg rating — 1,170 ratings",False,
Toda Mafalda,Quino,"4.77 avg rating — 10,112 ratings",False,
Today Is the Last Day of the Rest of Your Life,Ulli Lust,"3.93 avg rating — 3,013 ratings",False,
"Tokyo Babylon, Vol. 1",Clamp,"3.91 avg rating — 2,350 ratings",False,
"Tokyo Ghoul, Tome 1 (Tokyo Ghoul, #1)",Sui Ishida,"4.41 avg rating — 148,215 ratings",False,
Tokyo Is My Garden,Benoît Peeters,3.58 avg rating — 116 ratings,False,
"Tom Strong, Book 1",Alan Moore,"3.81 avg rating — 2,516 ratings",False,
Tom Thomson: Sketches of Springtime,Sandrine Revel|(Illustrator),3.53 avg rating — 74 ratings,False,
Tom's Midnight Garden Graphic Novel,Édith|(Illustrations),"4.01 avg rating — 1,215 ratings",False,
Tomboy: A Graphic Memoir,Liz Prince,"3.91 avg rating — 13,381 ratings",False,
Tonoharu: Part One,Lars Martinson,3.22 avg rating — 856 ratings,False,
Took Graphic Novel: A Ghost Story,Mary Downing Hahn,3.56 avg rating — 640 ratings,False,
"Top 10, Vol. 1",Alan             Moore,"4.10 avg rating — 9,940 ratings",False,
Toph Beifong's Metalbending Academy,Faith Erin Hicks,"4.10 avg rating — 4,505 ratings",False,
Torso,Brian Michael Bendis,"3.88 avg rating — 2,136 ratings",False,
Tout seul,Christophe Chabouté,"4.40 avg rating — 3,491 ratings",False,
"Tower of God, Vol. 4",S.I.U.,4.17 avg rating — 63 ratings,False,
"Town of Evening Calm, Country of Cherry Blossoms",Fumiyo Kouno,"4.02 avg rating — 2,082 ratings",False,
Transmetropolitan V. 0-10,Warren Ellis,"4.66 avg rating — 1,964 ratings",False,
"Transmetropolitan, Vol. 1: Back on the Street",Warren Ellis,"4.21 avg rating — 45,946 ratings",False,
Travel,Yuichi Yokoyama|(Contributor),3.99 avg rating — 529 ratings,False,
"Trees, Vol. 1: In Shadow",Warren Ellis,"3.74 avg rating — 6,364 ratings",False,
"Trees, Vol. 3: Three Fates",Warren Ellis,3.48 avg rating — 759 ratings,False,
Trespassers,Breena Bard,"3.96 avg rating — 1,059 ratings",False,
Tricked,Alex  Robinson,"3.80 avg rating — 1,564 ratings",False,
"Trigun: Deep Space Planet Future Gun Action!! Vol. 1 (Trigun, #1)",Yasuhiro Nightow,"4.29 avg rating — 6,730 ratings",False,
Trillium,Jeff Lemire,"3.84 avg rating — 4,633 ratings",False,
Trip mit Tropf,Josephine Mark,4.43 avg rating — 289 ratings,False,
Trouble in Pizza Paradise (Dolphin Girl #1),Zach    Smith,3.39 avg rating — 140 ratings,False,
"True Beauty, Vol. 4 (True Beauty, #4)",Yaongyi,"4.10 avg rating — 2,456 ratings",False,
Truly Tyler (Emmie & Friends #5),Terri Libenson,"4.16 avg rating — 2,756 ratings",False,
Turtle in Paradise: The Graphic Novel,Jennifer L. Holm,"3.89 avg rating — 2,003 ratings",False,
Twelve Percent Dread,Emily McGovern,3.59 avg rating — 448 ratings,False,
"Twilight: The Graphic Novel, Vol. 1",Young Kim|(Art/Adaptation),"3.89 avg rating — 57,457 ratings",False,
Twins,Varian Johnson,"4.09 avg rating — 9,318 ratings",False,
Twistwood Tales,A.C. Macdonald,4.35 avg rating — 510 ratings,False,
Two Brothers,Fábio Moon,"3.89 avg rating — 2,592 ratings",False,
Tympeät tytöt – Aikuistumisriittejä,Riina Tanskanen,"4.35 avg rating — 1,927 ratings",False,
"Uglies: Shay's Story (Uglies: Graphic Novel, #1)",Scott Westerfeld,"3.73 avg rating — 4,126 ratings",False,
Ultimate Invasion (2023-),Jonathan Hickman,3.68 avg rating — 720 ratings,False,
"Ultimate Spider-Man, Volume 1",Brian Michael Bendis|(Writer),"4.15 avg rating — 3,802 ratings",False,
"Ultimate Spider-Man, Volume 1: Power and Responsibility",Brian Michael Bendis|(Writer),"4.16 avg rating — 18,682 ratings",False,
"Ultimate X-Men, Vol. 1: The Tomorrow People",Mark Millar|(Writer),"3.78 avg rating — 5,980 ratings",False,
Ultrasound,Conor Stechschulte,4.05 avg rating — 593 ratings,False,
Ulven er løs (Valhalla #1),Peter Madsen|(illustrator),3.97 avg rating — 154 ratings,False,
Ulysses,Jacques Lob,3.89 avg rating — 244 ratings,False,
Un polpo alla gola,Zerocalcare,"4.31 avg rating — 7,803 ratings",False,
"Uncanny X-Force, Vol. 1: The Apocalypse Solution",Rick Remender,"4.19 avg rating — 6,151 ratings",False,
"Under the Oak Tree: The Comic, Vol. 1 (Under the Oak Tree, #1)",namu|(adapter),"4.34 avg rating — 1,163 ratings",False,
Underground,Mirranda Burton,4.42 avg rating — 106 ratings,False,
Understanding Comics: The Invisible Art,Scott McCloud,"4.01 avg rating — 124,026 ratings",False,
"Unfamiliar, Vol. 1 (Unfamiliar, #1)",Haley Newsome,"3.94 avg rating — 4,589 ratings",False,
"Unfamiliar, Vol. 2 (Unfamiliar, #2)",Haley Newsome,"4.09 avg rating — 1,459 ratings",False,
"Unknown Soldier, Vol. 1: Haunted House",Joshua Dysart,"3.91 avg rating — 1,476 ratings",False,
Unlovable,Esther Pearl Watson,3.83 avg rating — 642 ratings,False,
"unOrdinary Volume 1 (unOrdinary, 1)",uru-chan,"4.23 avg rating — 1,129 ratings",False,
"unOrdinary, Vol. 2 (unOrdinary, #2)",uru-chan,4.54 avg rating — 429 ratings,False,
Unterzakhn,Leela Corman,"3.78 avg rating — 2,581 ratings",False,
"Untitled (Doodleville, #2)",Chad Sell,4.03 avg rating — 317 ratings,False,
"Usagi Yojimbo, Vol. 1: The Ronin (Usagi Yojimbo, #1)",Stan Sakai,"4.15 avg rating — 4,491 ratings",False,
Uzumaki,Junji Ito,"4.45 avg rating — 69,232 ratings",False,
"Uzumaki: Spiral into Horror, Vol. 1",Junji Ito,"4.42 avg rating — 31,145 ratings",False,
V for Vendetta,Alan             Moore,"4.26 avg rating — 312,210 ratings",False,
Vader's Little Princess,Jeffrey Brown,"4.08 avg rating — 12,135 ratings",False,
"Vagabond, Vol. 1",Takehiko Inoue,"4.46 avg rating — 13,237 ratings",False,
Väinö I - Suomen kuningas,Matti Nieminen,3.28 avg rating — 36 ratings,False,
Valotusaika,Avi Heikkinen,4.08 avg rating — 207 ratings,False,
"Vampire Loves (Grand Vampire, #1-4)",Joann Sfar,"3.78 avg rating — 1,247 ratings",False,
Vampirella: Seduction of The Innocent Vol. 1 (VAMPIRELLA SEDUCTION OF THE INNOCENT TP),Christopher J. Priest,3.39 avg rating — 132 ratings,False,
"Vampires Don't Wear Polka Dots: A Graphix Chapters Book (The Adventures of the Bailey School Kids, #1)",Pearl Low|(Illustrator),3.61 avg rating — 490 ratings,False,
Vann Nath: Painting the Khmer Rouge,Matteo Mastragostino,3.97 avg rating — 116 ratings,False,
Velvet,Ed Brubaker|(Writer),4.29 avg rating — 688 ratings,False,
"Velvet, Vol. 1: Before the Living End",Ed Brubaker,"4.12 avg rating — 4,582 ratings",False,
Vengeance of Vampirella Volume 1: Rebirth,Thomas E. Sniegoski,3.17 avg rating — 29 ratings,False,
Vera Bushwack,Sig Burwash,4.16 avg rating — 124 ratings,False,
Victor and Nora: A Gotham Love Story,Lauren Myracle,"3.72 avg rating — 1,708 ratings",False,
Vignettes of Ystov,William Goldsmith,3.69 avg rating — 100 ratings,False,
"Villains Are Destined to Die, Vol. 1 (Villains Are Destined to Die, 1)",Gwon Gyeoeul|(Original Creator),"4.49 avg rating — 6,573 ratings",False,
"Villains Are Destined to Die, Vol. 2",Gyeoeul Gwon|(artist),"4.51 avg rating — 3,663 ratings",False,
"Villains Are Destined to Die, Vol. 3",Gyeoeul Gwon|(Original Creator),"4.56 avg rating — 2,910 ratings",False,
"Villains Are Destined to Die, Vol. 4",Gyeoeul Gwon,"4.63 avg rating — 2,380 ratings",False,
"Villains Are Destined to Die, Vol. 5 (Villains Are Destined to Die, 5)",Gyeoeul Gwon|(artist),"4.61 avg rating — 1,996 ratings",False,
"Villains Are Destined to Die, Vol. 6 (Villains Are Destined to Die, 6)",Gyeoeul Gwon|(artist),"4.57 avg rating — 1,569 ratings",False,
"Vinland Saga Omnibus, Vol. 1",Makoto Yukimura,"4.48 avg rating — 7,717 ratings",False,
Violent Cases,Neil Gaiman,"3.79 avg rating — 4,322 ratings",False,
Vision,Julia Gfrörer,3.57 avg rating — 452 ratings,False,
"Void Rivals, Vol. 1: More than Meets the Eye",Robert Kirkman,3.84 avg rating — 790 ratings,False,
Voyage to the Stars,Ryan Copple,3.60 avg rating — 48 ratings,False,
W0rldtr33 (Worldtree) Vol. 1,James Tynion IV,"4.14 avg rating — 1,061 ratings",False,
Walk Me to the Corner,Anneli Furmark,"3.92 avg rating — 1,515 ratings",False,
"Walt and Skeezix, Vol. 1: 1921-1922",Frank  King,4.38 avg rating — 178 ratings,False,
Walt Disney's Donald Duck Adventures: The Golden Helmet (Gladstone Comic Album Series No. 13),Carl Barks,4.61 avg rating — 88 ratings,False,
Walt Disney's Uncle Scrooge: Only a Poor Old Man (The Carl Barks Library #12),Carl Barks,4.53 avg rating — 819 ratings,False,
Waltz With Bashir: A Lebanon War Story,Ari Folman,"3.94 avg rating — 2,341 ratings",False,
Waluk #2: The Great Journey,Ana Mirallès|(Illustrator ),3.37 avg rating — 65 ratings,False,
Wannabe Farms,Brian McCann,4.00 avg rating — 54 ratings,False,
Wanted,Mark Millar|(Writer),"3.69 avg rating — 13,649 ratings",False,
War and Peas: Funny Comics for Dirty Lovers,Jonathan Kunz,"3.97 avg rating — 1,372 ratings",False,
War Brothers: The Graphic Novel,Sharon E. McKay,"4.08 avg rating — 1,559 ratings",False,
Wash Day Diaries,Jamila Rowser,"4.35 avg rating — 9,959 ratings",False,
Watchmen,Alan             Moore,"4.38 avg rating — 566,380 ratings",False,Blink
Watership Down: The Graphic Novel,James Sturm|(Adapter),"4.43 avg rating — 1,626 ratings",False,
"Wayward, Vol. 1: String Theory",Jim Zub,"3.67 avg rating — 3,523 ratings",False,
We Hereby Refuse: Japanese American Resistance to Wartime Incarceration,Frank Abe,4.19 avg rating — 703 ratings,False,
"We Only Find Them When They're Dead, Vol. 2: The Stealer",Al Ewing,3.39 avg rating — 491 ratings,False,
We Served the People: My Mother's Stories,Emei Burell,3.88 avg rating — 417 ratings,False,
We3,Grant Morrison|(Writer),"3.91 avg rating — 25,089 ratings",False,
Weathercraft,Jim Woodring,"4.14 avg rating — 1,463 ratings",False,
Wednesday Comics,Mark Chiarello|(Editor),4.02 avg rating — 887 ratings,False,
"Welcome to St. Hell: My Trans Teen Misadventure (St. Hell, #1)",Lewis Hancox,"4.28 avg rating — 4,567 ratings",False,
Welcome to the Jungle,Jim Butcher,"4.10 avg rating — 16,135 ratings",False,
Wellington,Aaron Mahnke,3.50 avg rating — 351 ratings,False,
"Wendy, Master of Art",Walter         Scott,"4.09 avg rating — 1,187 ratings",False,
Werewolf Jones & Sons Deluxe Summer Fun Annual,Simon Hanselmann,3.70 avg rating — 277 ratings,False,
Werewolves of Montpellier,Jason,"3.77 avg rating — 1,580 ratings",False,
"What Did You Eat Yesterday?, Volume 1",Fumi Yoshinaga,"3.75 avg rating — 1,914 ratings",False,
What If We Were…,Axelle Lenoir,"3.63 avg rating — 1,090 ratings",False,
What It Is,Lynda Barry,"4.15 avg rating — 22,214 ratings",False,
"What’s The Furthest Place From Here?, Vol. 1: Getting Lost at the End of the World",Matthew Rosenberg,3.55 avg rating — 598 ratings,False,
When Sharks Attack With Kindness,Andrés J. Colmenares,4.32 avg rating — 722 ratings,False,
When Stars Are Scattered,Victoria Jamieson,"4.62 avg rating — 28,289 ratings",False,
When the Wind Blows,Raymond Briggs,"4.27 avg rating — 3,600 ratings",False,
Where the Body Was,Ed Brubaker,"4.12 avg rating — 2,253 ratings",False,
Whistle: A New Gotham City Hero,E. Lockhart,"3.73 avg rating — 1,388 ratings",False,
Whiteout,Greg Rucka,"3.74 avg rating — 3,319 ratings",False,
Who is Jake Ellis?,Nathan Edmondson|(Writer),3.78 avg rating — 786 ratings,False,
Who Owns the Clouds?,Mario Brassard,3.92 avg rating — 573 ratings,False,
Who Will Make the Pancakes: Five Stories,Megan Kelso,3.45 avg rating — 259 ratings,False,
Who's the Best? (Pizza and Taco #1),Stephen Shaskan,"3.81 avg rating — 1,011 ratings",False,
Why Are You Doing This?,Jason,"4.06 avg rating — 2,186 ratings",False,
Why Are You Like This?: An ArtbyMoga Comic Collection,Meg  Adams,"4.22 avg rating — 1,040 ratings",False,
Why Don't You Love Me?,Paul B. Rainey,4.02 avg rating — 365 ratings,False,
Why I Hate Saturn,Kyle Baker,"3.86 avg rating — 1,034 ratings",False,
"Why Raeliana Ended Up at the Duke's Mansion, Vol. 6 (Volume 6) (Why Raeliana Ended Up at the Duke's Mansion, 6)",Whale|(artist),"4.46 avg rating — 1,146 ratings",False,
Wicked Things,John Allison,3.79 avg rating — 764 ratings,False,
Will & Whit,Laura Lee Gulledge,"3.72 avg rating — 3,593 ratings",False,
Will Eisner's New York: Life in the Big City,Will Eisner,"4.38 avg rating — 1,984 ratings",False,
Will You Still Love Me If I Wet the Bed?,Liz Prince,"3.93 avg rating — 1,716 ratings",False,
Wilson,Daniel Clowes,"3.75 avg rating — 7,941 ratings",False,
Wimbledon Green: The Greatest Comic Collector in the World,Seth,"3.89 avg rating — 1,724 ratings",False,
"Winds of Change (Warriors: Graphic Novels, #2)",Erin Hunter,"4.36 avg rating — 1,488 ratings",False,
"Wingbearer (Wingbearer, #1)",Marjorie M. Liu,"4.21 avg rating — 2,219 ratings",False,
Witch for Hire,Ted Naifeh,3.26 avg rating — 855 ratings,False,
"Witch Hat Atelier, Vol. 1",Kamome Shirahama,"4.42 avg rating — 25,390 ratings",False,
"Witchblade Compendium, Vol. 1",David Wohl,3.81 avg rating — 331 ratings,False,
"Witchblade, Vol. 3",Caitlin Kittredge,3.38 avg rating — 87 ratings,False,
"Witchblade, Volume 1: Witch Hunt",Ron Marz,3.82 avg rating — 669 ratings,False,
Woe: A Housecat's Story of Despair,Lucy Knisley,"4.41 avg rating — 1,338 ratings",False,
"Wolf's Rain, Vol. 1 (Wolf's Rain, #1)",BONES,"4.01 avg rating — 3,591 ratings",False,
Wolvendaughter,Ver,4.59 avg rating — 97 ratings,False,
Wolverine,Chris Claremont,"4.04 avg rating — 10,444 ratings",False,
"Wolverine, Volume 1: Wolverine Goes to Hell",Jason Aaron,3.56 avg rating — 812 ratings,False,
Wolverine: Old Man Logan,Mark Millar,"4.32 avg rating — 24,827 ratings",False,
Wolverine: Origin,"Paul Jenkins|(Script, plot)","3.97 avg rating — 16,239 ratings",False,
Wolverine: Weapon X,Barry Windsor-Smith,"4.21 avg rating — 7,798 ratings",False,
"Woman, Life, Freedom",Marjane Satrapi,"4.48 avg rating — 2,033 ratings",False,
"Wonder Woman, Vol. 2: Love is a Battlefield",G. Willow Wilson,3.55 avg rating — 475 ratings,False,
"Wonder Woman, Vol. 3: Loveless",G. Willow Wilson,3.51 avg rating — 344 ratings,False,
"Wonder Woman, Volume 1: Blood",Brian Azzarello|(Writer),"3.87 avg rating — 21,145 ratings",False,
"Wonder Woman: Earth One Vol, 3",Grant Morrison,3.28 avg rating — 558 ratings,False,
Wonder Woman: Eyes of the Gorgon,Greg Rucka,"4.17 avg rating — 1,249 ratings",False,
Wonder Woman: Lords & Liars,Mariko Tamaki,3.48 avg rating — 241 ratings,False,
"Wonder Woman: Odyssey, Vol. 1",J. Michael Straczynski,"3.77 avg rating — 2,624 ratings",False,
Wonder Woman: Spirit of Truth,Paul Dini,"4.05 avg rating — 1,318 ratings",False,
Wonder Woman: The Hiketeia,Greg Rucka,"4.04 avg rating — 4,034 ratings",False,
Wonder Woman: Warbringer (DC Icons Graphic Novels),Louise Simonson,"3.78 avg rating — 1,748 ratings",False,
Wonderful Women of the World,Laurie Halse Anderson,4.05 avg rating — 301 ratings,False,
Wonderstruck,Brian Selznick,"4.17 avg rating — 58,447 ratings",False,
Working Through the Negativity (Serenity Rose #1),Aaron Alexovich,4.03 avg rating — 557 ratings,False,
World War Hulk,Greg Pak|(Writer),"3.98 avg rating — 6,732 ratings",False,
"Wormwood: Gentleman Corpse, Vol. 1: Birds, Bees, Blood & Beer",Ben Templesmith,"4.04 avg rating — 2,685 ratings",False,
Worry Lines: You're Doing Really Well Given the Circumstances,Worry Lines,4.40 avg rating — 255 ratings,False,
Write It in Blood,Rory McConville,3.56 avg rating — 264 ratings,False,
Wuthering Heights: A Graphic Novel,Ellis McCarthy|(Adapted by),3.86 avg rating — 28 ratings,False,
"Wynd, Book One: The Flight of the Prince",James Tynion IV|(Writer),"4.16 avg rating — 3,402 ratings",False,
"Wynd, Book Two: The Secret of the Wings",James Tynion IV|(Writer),"4.29 avg rating — 1,651 ratings",False,
"Wytches, Volume 1",Scott Snyder,"3.80 avg rating — 16,441 ratings",False,
X-23: Innocence Lost,Craig Kyle,"4.16 avg rating — 1,935 ratings",False,
"X-Factor, Vol. 1: The Longest Night",Peter David,"4.22 avg rating — 3,276 ratings",False,
